HSCode,Commodity,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016
100110,*DURUM WHEAT 聽,21.5,0.0,0.0,0.0,0.0
100111,DURUM WHEAT: SEED 聽,0.0,0.0,0.0,1.97,300.0
100119,OTHER DURUM WHEAT EXCL SEED 聽,0.0,0.0,0.0,0.0,0.0
100190,*OTHER WHEAT AND MESLIN 聽,0.0,2943.85,0.0,0.0,0.0
100199,OTHER WHEAT AND MESLIN 聽,0.0,0.0,11271.39,29489.11,517366.56
Total,All Commodities,21.5,2943.85,11271.39,29491.08,517666.56
